CustomerID,InvoiceDate
15046.0,2021-01-28
17841.0,2021-01-28
13048.0,2021-01-28
13634.0,2021-01-28
17064.0,2021-01-28
12779.0,2021-01-29
15696.0,2021-01-29
14176.0,2021-01-29
12673.0,2021-01-29
14135.0,2021-01-29
15296.0,2021-01-29
17690.0,2021-01-29
13001.0,2021-01-29
14606.0,2021-01-29
14667.0,2021-01-29
15311.0,2021-01-29
14898.0,2021-01-29
13769.0,2021-01-29
13209.0,2021-01-29
17730.0,2021-01-29
13983.0,2021-01-29
13929.0,2021-01-29
13089.0,2021-01-29
16033.0,2021-01-29
,2021-01-29
13898.0,2021-01-30
16422.0,2021-01-30
12527.0,2021-01-30
18118.0,2021-01-30
15061.0,2021-01-30
12510.0,2021-01-30
,2021-01-30
12665.0,2021-01-31
12451.0,2021-01-31
17091.0,2021-01-31
14769.0,2021-01-31
14527.0,2021-01-31
17722.0,2021-01-31
12681.0,2021-01-31
13520.0,2021-01-31
12826.0,2021-01-31
15311.0,2021-01-31
17097.0,2021-01-31
17841.0,2021-01-31
,2021-01-31
17611.0,2021-01-31
17602.0,2021-01-31
14031.0,2021-01-31
17811.0,2021-02-01
17418.0,2021-02-01
14779.0,2021-02-01
17787.0,2021-02-01
14735.0,2021-02-01
12402.0,2021-02-01
17771.0,2021-02-01
15498.0,2021-02-01
,2021-02-01
15174.0,2021-02-02
17504.0,2021-02-02
17890.0,2021-02-02
14088.0,2021-02-02
17094.0,2021-02-02
13969.0,2021-02-02
,2021-02-02
17799.0,2021-02-02
17889.0,2021-02-02
17714.0,2021-02-04
12916.0,2021-02-04
17769.0,2021-02-04
14450.0,2021-02-04
13659.0,2021-02-04
16931.0,2021-02-04
13050.0,2021-02-04
15443.0,2021-02-04
17611.0,2021-02-04
14224.0,2021-02-04
18283.0,2021-02-04
13742.0,2021-02-04
14606.0,2021-02-04
14068.0,2021-02-04
,2021-02-05
14796.0,2021-02-05
16558.0,2021-02-05
13819.0,2021-02-05
18161.0,2021-02-05
15820.0,2021-02-05
13396.0,2021-02-05
14911.0,2021-02-05
14130.0,2021-02-05
12417.0,2021-02-06
16029.0,2021-02-06
13158.0,2021-02-06
,2021-02-06
14257.0,2021-02-06
14298.0,2021-02-06
15311.0,2021-02-06
15601.0,2021-02-06
13815.0,2021-02-06
14680.0,2021-02-06
17236.0,2021-02-06
16531.0,2021-02-06
15339.0,2021-02-06
12854.0,2021-02-06
16222.0,2021-02-06
13168.0,2021-02-06
17515.0,2021-02-06
17082.0,2021-02-06
13468.0,2021-02-06
15061.0,2021-02-07
12782.0,2021-02-07
13491.0,2021-02-07
14049.0,2021-02-07
16422.0,2021-02-07
12472.0,2021-02-07
14606.0,2021-02-07
17027.0,2021-02-07
12347.0,2021-02-07
12591.0,2021-02-07
17841.0,2021-02-07
,2021-02-07
14442.0,2021-02-08
16496.0,2021-02-08
13089.0,2021-02-08
12764.0,2021-02-08
14440.0,2021-02-08
,2021-02-08
15910.0,2021-02-08
12826.0,2021-02-08
14709.0,2021-02-08
17213.0,2021-02-08
16814.0,2021-02-08
18125.0,2021-02-08
13328.0,2021-02-08
14541.0,2021-02-08
17757.0,2021-02-08
13280.0,2021-02-08
17180.0,2021-02-08
12853.0,2021-02-09
16327.0,2021-02-09
15527.0,2021-02-09
13694.0,2021-02-09
13707.0,2021-02-09
12735.0,2021-02-09
,2021-02-09
12431.0,2021-02-09
13709.0,2021-02-09
12377.0,2021-02-09
14040.0,2021-02-11
16326.0,2021-02-11
16923.0,2021-02-11
16897.0,2021-02-11
15579.0,2021-02-11
16985.0,2021-02-11
13148.0,2021-02-11
15415.0,2021-02-11
17841.0,2021-02-11
17431.0,2021-02-11
15708.0,2021-02-11
16816.0,2021-02-11
14502.0,2021-02-11
13869.0,2021-02-11
12528.0,2021-02-12
,2021-02-12
14426.0,2021-02-12
17220.0,2021-02-12
12476.0,2021-02-12
18145.0,2021-02-12
14527.0,2021-02-12
17621.0,2021-02-12
12668.0,2021-02-12
16403.0,2021-02-12
12778.0,2021-02-12
17604.0,2021-02-12
14006.0,2021-02-12
13600.0,2021-02-12
15058.0,2021-02-12
14911.0,2021-02-13
14496.0,2021-02-13
17147.0,2021-02-13
15039.0,2021-02-13
,2021-02-13
18055.0,2021-02-13
17356.0,2021-02-13
12836.0,2021-02-13
13939.0,2021-02-13
16745.0,2021-02-13
14606.0,2021-02-13
15203.0,2021-02-13
12373.0,2021-02-13
15311.0,2021-02-13
16705.0,2021-02-13
14549.0,2021-02-13
16110.0,2021-02-13
14217.0,2021-02-13
16011.0,2021-02-13
13854.0,2021-02-13
12676.0,2021-02-13
16161.0,2021-02-13
14233.0,2021-02-14
13089.0,2021-02-14
15226.0,2021-02-14
13468.0,2021-02-14
16156.0,2021-02-14
,2021-02-14
14188.0,2021-02-14
16771.0,2021-02-14
14443.0,2021-02-14
12437.0,2021-02-14
17841.0,2021-02-14
17223.0,2021-02-14
17337.0,2021-02-14
17071.0,2021-02-15
14309.0,2021-02-15
12471.0,2021-02-15
14044.0,2021-02-15
,2021-02-15
13800.0,2021-02-15
15719.0,2021-02-15
14156.0,2021-02-15
13842.0,2021-02-15
13668.0,2021-02-15
12662.0,2021-02-15
13819.0,2021-02-15
18178.0,2021-02-15
13539.0,2021-02-15
14497.0,2021-02-15
17507.0,2021-02-15
13488.0,2021-02-16
,2021-02-16
16525.0,2021-02-16
14778.0,2021-02-16
12567.0,2021-02-16
17381.0,2021-02-16
13309.0,2021-02-16
12779.0,2021-02-16
14462.0,2021-02-16
17315.0,2021-02-16
14194.0,2021-02-16
13050.0,2021-02-16
17293.0,2021-02-16
14810.0,2021-02-18
16456.0,2021-02-18
13584.0,2021-02-18
15808.0,2021-02-18
17105.0,2021-02-18
14606.0,2021-02-18
14952.0,2021-02-19
16422.0,2021-02-19
14534.0,2021-02-19
17613.0,2021-02-19
13334.0,2021-02-19
16686.0,2021-02-19
18118.0,2021-02-19
17162.0,2021-02-19
,2021-02-19
13809.0,2021-02-19
15407.0,2021-02-19
13458.0,2021-02-19
16033.0,2021-02-19
16332.0,2021-02-19
18225.0,2021-02-19
16255.0,2021-02-19
12359.0,2021-02-19
14048.0,2021-02-19
16945.0,2021-02-19
17841.0,2021-02-20
14475.0,2021-02-20
,2021-02-20
14688.0,2021-02-20
16265.0,2021-02-20
14527.0,2021-02-20
14587.0,2021-02-20
15311.0,2021-02-20
14562.0,2021-02-20
16951.0,2021-02-20
14415.0,2021-02-20
12720.0,2021-02-21
12753.0,2021-02-21
18109.0,2021-02-21
,2021-02-21
17537.0,2021-02-21
16143.0,2021-02-21
12462.0,2021-02-21
17843.0,2021-02-21
17686.0,2021-02-22
15809.0,2021-02-22
18093.0,2021-02-22
14898.0,2021-02-22
12857.0,2021-02-22
16842.0,2021-02-22
14555.0,2021-02-22
16306.0,2021-02-23
15544.0,2021-02-23
14796.0,2021-02-23
,2021-02-23
17705.0,2021-02-23
16029.0,2021-02-23
15044.0,2021-02-23
12477.0,2021-02-23
12913.0,2021-02-23
13875.0,2021-02-23
17282.0,2021-02-25
13742.0,2021-02-25
17126.0,2021-02-25
16434.0,2021-02-25
17050.0,2021-02-25
13171.0,2021-02-25
17472.0,2021-02-25
15640.0,2021-02-25
17255.0,2021-02-25
17841.0,2021-02-25
16084.0,2021-02-25
17667.0,2021-02-26
,2021-02-26
14156.0,2021-02-26
13381.0,2021-02-26
16333.0,2021-02-26
12621.0,2021-02-26
16422.0,2021-02-26
17829.0,2021-02-26
13717.0,2021-02-26
16904.0,2021-02-26
12993.0,2021-02-26
17571.0,2021-02-26
17231.0,2021-02-26
12867.0,2021-02-26
15358.0,2021-02-27
15601.0,2021-02-27
,2021-02-27
17348.0,2021-02-27
13893.0,2021-02-27
17315.0,2021-02-27
14961.0,2021-02-27
14701.0,2021-02-27
16700.0,2021-02-27
14035.0,2021-02-27
14176.0,2021-02-27
17114.0,2021-02-27
14156.0,2021-02-27
16407.0,2021-02-27
17530.0,2021-02-27
17512.0,2021-02-28
15810.0,2021-02-28
16378.0,2021-02-28
14530.0,2021-02-28
15670.0,2021-02-28
12653.0,2021-02-28
15059.0,2021-02-28
15039.0,2021-02-28
12352.0,2021-02-28
12372.0,2021-02-28
14944.0,2021-02-28
16494.0,2021-02-28
14210.0,2021-02-28
14755.0,2021-02-28
13001.0,2021-02-28
17175.0,2021-02-28
,2021-02-28
15867.0,2021-02-28
13089.0,2021-02-28
13305.0,2021-03-01
,2021-03-01
13018.0,2021-03-01
13718.0,2021-03-01
14754.0,2021-03-01
13668.0,2021-03-01
13151.0,2021-03-01
16745.0,2021-03-01
17954.0,2021-03-01
15601.0,2021-03-01
14298.0,2021-03-01
13178.0,2021-03-01
14606.0,2021-03-01
12654.0,2021-03-01
18125.0,2021-03-01
15044.0,2021-03-01
17841.0,2021-03-01
16556.0,2021-03-01
13230.0,2021-03-01
13012.0,2021-03-02
12714.0,2021-03-02
14057.0,2021-03-02
15755.0,2021-03-02
14680.0,2021-03-02
16393.0,2021-03-02
15311.0,2021-03-02
13799.0,2021-03-02
16306.0,2021-03-02
,2021-03-02
16566.0,2021-03-04
13246.0,2021-03-04
16746.0,2021-03-04
13097.0,2021-03-04
14667.0,2021-03-04
16931.0,2021-03-04
13744.0,2021-03-04
17050.0,2021-03-04
17323.0,2021-03-04
13168.0,2021-03-04
14502.0,2021-03-04
12707.0,2021-03-05
18094.0,2021-03-05
15129.0,2021-03-05
14796.0,2021-03-05
14646.0,2021-03-05
17757.0,2021-03-05
12766.0,2021-03-05
13477.0,2021-03-05
18055.0,2021-03-05
15065.0,2021-03-05
15146.0,2021-03-05
14639.0,2021-03-05
12621.0,2021-03-05
17338.0,2021-03-05
16014.0,2021-03-05
,2021-03-05
16638.0,2021-03-06
17994.0,2021-03-06
16546.0,2021-03-06
13694.0,2021-03-06
14895.0,2021-03-06
18114.0,2021-03-06
15078.0,2021-03-06
16045.0,2021-03-06
17511.0,2021-03-06
16161.0,2021-03-06
14646.0,2021-03-06
16011.0,2021-03-06
17841.0,2021-03-06
18196.0,2021-03-06
13077.0,2021-03-06
,2021-03-06
13184.0,2021-03-06
18151.0,2021-03-07
17135.0,2021-03-07
15373.0,2021-03-07
,2021-03-07
16422.0,2021-03-07
15311.0,2021-03-07
16940.0,2021-03-07
14289.0,2021-03-07
18172.0,2021-03-07
13854.0,2021-03-07
15858.0,2021-03-07
16208.0,2021-03-07
17063.0,2021-03-07
13149.0,2021-03-07
17504.0,2021-03-07
14562.0,2021-03-07
12471.0,2021-03-07
17171.0,2021-03-07
12437.0,2021-03-07
14004.0,2021-03-08
17139.0,2021-03-08
15974.0,2021-03-08
17830.0,2021-03-08
14841.0,2021-03-08
17364.0,2021-03-08
17865.0,2021-03-08
18056.0,2021-03-08
16072.0,2021-03-08
13777.0,2021-03-08
13081.0,2021-03-08
,2021-03-08
13501.0,2021-03-08
12633.0,2021-03-09
13345.0,2021-03-09
12839.0,2021-03-09
16592.0,2021-03-09
15544.0,2021-03-09
15845.0,2021-03-09
14541.0,2021-03-09
17735.0,2021-03-09
13362.0,2021-03-09
16841.0,2021-03-09
13753.0,2021-03-09
18223.0,2021-03-09
13742.0,2021-03-09
15093.0,2021-03-09
17663.0,2021-03-09
12921.0,2021-03-09
,2021-03-09
13973.0,2021-03-09
15990.0,2021-03-09
13493.0,2021-03-09
14573.0,2021-03-09
14952.0,2021-03-11
16407.0,2021-03-11
15708.0,2021-03-11
14810.0,2021-03-11
16745.0,2021-03-11
13630.0,2021-03-11
14157.0,2021-03-11
15547.0,2021-03-11
13636.0,2021-03-11
17894.0,2021-03-11
12781.0,2021-03-12
,2021-03-12
13004.0,2021-03-12
16057.0,2021-03-12
15724.0,2021-03-12
15039.0,2021-03-12
15062.0,2021-03-12
14227.0,2021-03-12
16187.0,2021-03-12
17027.0,2021-03-12
14078.0,2021-03-12
14046.0,2021-03-12
15570.0,2021-03-12
17841.0,2021-03-12
14056.0,2021-03-12
15656.0,2021-03-12
12811.0,2021-03-12
16518.0,2021-03-12
14620.0,2021-03-13
12428.0,2021-03-13
,2021-03-13
15676.0,2021-03-13
15311.0,2021-03-13
14732.0,2021-03-13
17965.0,2021-03-13
15092.0,2021-03-13
12679.0,2021-03-13
16212.0,2021-03-13
14656.0,2021-03-13
15456.0,2021-03-13
13110.0,2021-03-13
13166.0,2021-03-13
15750.0,2021-03-13
17449.0,2021-03-13
15416.0,2021-03-14
15733.0,2021-03-14
16678.0,2021-03-14
14180.0,2021-03-14
14606.0,2021-03-14
14934.0,2021-03-14
15067.0,2021-03-14
15061.0,2021-03-14
15641.0,2021-03-14
15104.0,2021-03-14
15643.0,2021-03-14
16792.0,2021-03-14
14239.0,2021-03-14
15031.0,2021-03-14
17738.0,2021-03-14
17426.0,2021-03-14
17576.0,2021-03-14
13230.0,2021-03-14
,2021-03-15
16571.0,2021-03-15
17646.0,2021-03-15
14483.0,2021-03-15
15087.0,2021-03-15
12415.0,2021-03-15
14573.0,2021-03-15
15053.0,2021-03-15
17416.0,2021-03-15
12417.0,2021-03-15
13476.0,2021-03-15
17841.0,2021-03-15
17757.0,2021-03-15
12500.0,2021-03-15
15005.0,2021-03-15
17700.0,2021-03-15
15393.0,2021-03-15
13014.0,2021-03-15
13931.0,2021-03-16
,2021-03-16
14796.0,2021-03-16
15220.0,2021-03-16
17581.0,2021-03-16
14570.0,2021-03-16
13557.0,2021-03-16
14995.0,2021-03-16
15311.0,2021-03-16
15681.0,2021-03-16
14670.0,2021-03-16
14911.0,2021-03-16
17191.0,2021-03-16
15358.0,2021-03-16
13491.0,2021-03-16
12584.0,2021-03-16
16923.0,2021-03-18
14701.0,2021-03-18
14499.0,2021-03-18
17769.0,2021-03-18
16033.0,2021-03-18
13263.0,2021-03-18
16422.0,2021-03-18
17050.0,2021-03-18
15572.0,2021-03-18
17107.0,2021-03-18
14247.0,2021-03-18
12708.0,2021-03-19
,2021-03-19
12614.0,2021-03-19
13344.0,2021-03-19
15039.0,2021-03-19
16225.0,2021-03-19
17696.0,2021-03-19
17634.0,2021-03-19
17654.0,2021-03-19
14606.0,2021-03-19
17841.0,2021-03-19
15752.0,2021-03-19
12841.0,2021-03-19
13798.0,2021-03-19
15834.0,2021-03-19
15234.0,2021-03-20
14586.0,2021-03-20
13340.0,2021-03-20
12528.0,2021-03-20
12758.0,2021-03-20
16710.0,2021-03-20
13975.0,2021-03-20
14730.0,2021-03-20
12662.0,2021-03-20
15311.0,2021-03-20
13777.0,2021-03-20
12623.0,2021-03-20
13373.0,2021-03-20
13089.0,2021-03-20
13854.0,2021-03-20
14426.0,2021-03-20
,2021-03-20
14336.0,2021-03-20
14507.0,2021-03-20
12759.0,2021-03-21
14112.0,2021-03-21
14936.0,2021-03-21
17138.0,2021-03-21
15502.0,2021-03-21
17238.0,2021-03-21
15529.0,2021-03-21
14165.0,2021-03-21
14344.0,2021-03-21
15379.0,2021-03-21
16771.0,2021-03-21
16945.0,2021-03-21
14085.0,2021-03-21
15581.0,2021-03-21
16419.0,2021-03-21
15057.0,2021-03-21
14291.0,2021-03-21
13493.0,2021-03-21
,2021-03-21
15632.0,2021-03-22
13899.0,2021-03-22
16471.0,2021-03-22
15838.0,2021-03-22
18183.0,2021-03-22
16359.0,2021-03-22
14156.0,2021-03-22
16745.0,2021-03-22
12370.0,2021-03-22
16625.0,2021-03-22
16743.0,2021-03-22
15308.0,2021-03-22
16477.0,2021-03-22
14606.0,2021-03-22
16553.0,2021-03-22
14930.0,2021-03-22
14727.0,2021-03-22
17841.0,2021-03-22
14056.0,2021-03-22
,2021-03-22
16808.0,2021-03-22
16558.0,2021-03-23
17076.0,2021-03-23
14114.0,2021-03-23
12520.0,2021-03-23
,2021-03-23
12583.0,2021-03-23
13842.0,2021-03-23
14329.0,2021-03-23
13654.0,2021-03-23
15311.0,2021-03-23
17800.0,2021-03-23
13226.0,2021-03-23
14352.0,2021-03-23
16768.0,2021-03-25
14800.0,2021-03-25
13956.0,2021-03-25
16983.0,2021-03-25
14606.0,2021-03-25
17611.0,2021-03-25
15918.0,2021-03-25
14962.0,2021-03-26
16807.0,2021-03-26
15493.0,2021-03-26
14911.0,2021-03-26
15061.0,2021-03-26
15311.0,2021-03-26
16150.0,2021-03-26
15005.0,2021-03-26
16327.0,2021-03-26
13263.0,2021-03-26
17841.0,2021-03-26
17799.0,2021-03-26
18260.0,2021-03-27
15047.0,2021-03-27
14016.0,2021-03-27
14911.0,2021-03-27
14193.0,2021-03-27
13854.0,2021-03-27
12779.0,2021-03-27
15932.0,2021-03-27
,2021-03-27
15150.0,2021-03-27
14226.0,2021-03-27
13451.0,2021-03-27
12681.0,2021-03-27
16297.0,2021-03-28
16152.0,2021-03-28
14636.0,2021-03-28
16040.0,2021-03-28
13089.0,2021-03-28
14606.0,2021-03-28
16029.0,2021-03-28
16422.0,2021-03-28
12849.0,2021-03-28
13668.0,2021-03-28
12502.0,2021-03-28
12597.0,2021-03-28
17858.0,2021-03-28
,2021-03-28
17504.0,2021-03-28
17515.0,2021-03-28
14505.0,2021-03-28
14572.0,2021-03-28
12435.0,2021-03-29
12955.0,2021-03-29
15291.0,2021-03-29
18189.0,2021-03-29
14035.0,2021-03-29
17716.0,2021-03-29
16839.0,2021-03-29
12472.0,2021-03-29
13533.0,2021-03-29
13268.0,2021-03-29
12480.0,2021-03-29
14911.0,2021-03-29
16216.0,2021-03-29
12514.0,2021-03-29
,2021-03-29
13394.0,2021-03-29
14298.0,2021-03-29
17725.0,2021-03-29
15861.0,2021-03-29
12471.0,2021-03-30
,2021-03-30
16511.0,2021-03-30
17673.0,2021-03-30
16256.0,2021-03-30
14066.0,2021-03-30
14194.0,2021-03-30
12748.0,2021-03-30
14041.0,2021-03-30
12878.0,2021-03-30
17419.0,2021-03-30
12474.0,2021-03-30
13468.0,2021-03-30
17043.0,2021-03-30
17841.0,2021-03-30
13593.0,2021-04-01
12948.0,2021-04-01
13911.0,2021-04-01
,2021-04-01
14071.0,2021-04-01
12407.0,2021-04-01
16728.0,2021-04-01
14769.0,2021-04-01
16115.0,2021-04-01
15288.0,2021-04-01
15452.0,2021-04-01
17230.0,2021-04-01
14762.0,2021-04-02
13934.0,2021-04-02
15615.0,2021-04-02
14245.0,2021-04-02
14659.0,2021-04-02
15996.0,2021-04-02
12637.0,2021-04-02
17811.0,2021-04-02
14606.0,2021-04-02
16036.0,2021-04-02
17841.0,2021-04-02
17146.0,2021-04-02
16558.0,2021-04-02
16791.0,2021-04-02
13081.0,2021-04-02
,2021-04-02
12867.0,2021-04-02
17585.0,2021-04-02
17231.0,2021-04-02
,2021-04-03
13869.0,2021-04-03
13014.0,2021-04-03
12681.0,2021-04-03
15044.0,2021-04-03
17272.0,2021-04-03
17613.0,2021-04-03
15998.0,2021-04-03
15719.0,2021-04-03
16135.0,2021-04-03
14377.0,2021-04-03
16110.0,2021-04-03
12720.0,2021-04-03
16809.0,2021-04-03
12613.0,2021-04-03
12539.0,2021-04-03
16721.0,2021-04-03
13475.0,2021-04-04
13239.0,2021-04-04
15061.0,2021-04-04
15449.0,2021-04-04
17019.0,2021-04-04
13576.0,2021-04-04
13821.0,2021-04-04
17507.0,2021-04-04
14461.0,2021-04-04
15021.0,2021-04-04
17519.0,2021-04-04
13267.0,2021-04-04
12395.0,2021-04-04
12564.0,2021-04-04
16250.0,2021-04-04
13534.0,2021-04-04
13249.0,2021-04-04
,2021-04-04
17858.0,2021-04-04
14129.0,2021-04-05
16525.0,2021-04-05
15651.0,2021-04-05
17512.0,2021-04-05
17644.0,2021-04-05
13512.0,2021-04-05
13488.0,2021-04-05
17698.0,2021-04-05
18118.0,2021-04-05
17059.0,2021-04-05
14606.0,2021-04-05
14527.0,2021-04-05
13263.0,2021-04-05
13736.0,2021-04-05
14085.0,2021-04-05
16022.0,2021-04-05
13069.0,2021-04-05
14235.0,2021-04-05
16700.0,2021-04-05
14071.0,2021-04-05
12748.0,2021-04-05
16769.0,2021-04-05
17754.0,2021-04-05
12408.0,2021-04-05
16063.0,2021-04-05
16767.0,2021-04-05
18239.0,2021-04-05
12540.0,2021-04-05
17450.0,2021-04-05
18109.0,2021-04-05
15815.0,2021-04-06
15529.0,2021-04-06
14796.0,2021-04-06
13695.0,2021-04-06
17979.0,2021-04-06
14587.0,2021-04-06
,2021-04-06
14911.0,2021-04-06
14758.0,2021-04-06
14085.0,2021-04-06
14646.0,2021-04-06
17139.0,2021-04-06
13520.0,2021-04-06
17946.0,2021-04-06
12748.0,2021-04-06
12668.0,2021-04-06
18078.0,2021-04-06
16081.0,2021-04-06
12916.0,2021-04-08
16923.0,2021-04-08
14472.0,2021-04-08
17625.0,2021-04-08
12841.0,2021-04-08
,2021-04-08
14878.0,2021-04-08
13357.0,2021-04-08
16931.0,2021-04-08
16777.0,2021-04-08
14573.0,2021-04-08
13110.0,2021-04-08
14911.0,2021-04-09
13481.0,2021-04-09
13652.0,2021-04-09
16245.0,2021-04-09
13368.0,2021-04-09
13266.0,2021-04-09
12669.0,2021-04-09
17841.0,2021-04-09
12792.0,2021-04-09
15039.0,2021-04-09
14410.0,2021-04-09
14159.0,2021-04-09
14127.0,2021-04-09
12594.0,2021-04-09
15249.0,2021-04-09
13760.0,2021-04-09
12481.0,2021-04-09
16814.0,2021-04-09
15644.0,2021-04-09
12957.0,2021-04-09
13037.0,2021-04-09
,2021-04-09
17238.0,2021-04-09
17917.0,2021-04-09
16455.0,2021-04-10
17428.0,2021-04-10
18044.0,2021-04-10
18226.0,2021-04-10
14646.0,2021-04-10
17719.0,2021-04-10
17931.0,2021-04-10
17675.0,2021-04-10
14871.0,2021-04-10
14298.0,2021-04-10
16253.0,2021-04-10
,2021-04-10
16422.0,2021-04-10
13439.0,2021-04-10
15628.0,2021-04-10
13777.0,2021-04-10
16607.0,2021-04-10
17364.0,2021-04-10
13588.0,2021-04-10
16712.0,2021-04-10
16945.0,2021-04-10
14606.0,2021-04-10
12456.0,2021-04-11
15521.0,2021-04-11
13999.0,2021-04-11
17594.0,2021-04-11
16218.0,2021-04-11
13802.0,2021-04-11
14146.0,2021-04-11
14099.0,2021-04-11
13988.0,2021-04-11
17220.0,2021-04-11
16657.0,2021-04-11
,2021-04-11
16059.0,2021-04-11
18179.0,2021-04-11
14180.0,2021-04-11
14272.0,2021-04-11
16558.0,2021-04-11
15980.0,2021-04-11
15832.0,2021-04-11
16092.0,2021-04-11
17677.0,2021-04-11
15528.0,2021-04-11
14572.0,2021-04-11
13268.0,2021-04-11
17400.0,2021-04-11
14479.0,2021-04-12
16398.0,2021-04-12
17088.0,2021-04-12
15061.0,2021-04-12
12731.0,2021-04-12
14790.0,2021-04-12
14890.0,2021-04-12
14527.0,2021-04-12
16386.0,2021-04-12
14818.0,2021-04-12
13571.0,2021-04-12
14064.0,2021-04-12
17841.0,2021-04-12
16839.0,2021-04-12
13089.0,2021-04-12
17075.0,2021-04-12
17071.0,2021-04-12
15894.0,2021-04-12
,2021-04-12
14410.0,2021-04-12
13126.0,2021-04-12
13883.0,2021-04-12
17212.0,2021-04-12
13626.0,2021-04-13
16609.0,2021-04-13
16180.0,2021-04-13
17288.0,2021-04-13
14543.0,2021-04-13
15860.0,2021-04-13
13137.0,2021-04-13
14419.0,2021-04-13
18263.0,2021-04-13
15197.0,2021-04-13
16960.0,2021-04-13
